"Kod";"Nazwa";""rynek pierwotny";"ogółem";"2010";"[zł]"";""rynek pierwotny";"ogółem";"2011";"[zł]"";""rynek pierwotny";"ogółem";"2012";"[zł]"";""rynek pierwotny";"ogółem";"2013";"[zł]"";""rynek pierwotny";"ogółem";"2014";"[zł]"";""rynek pierwotny";"ogółem";"2015";"[zł]"";""rynek pierwotny";"ogółem";"2016";"[zł]"";""rynek pierwotny";"ogółem";"2017";"[zł]"";""rynek pierwotny";"ogółem";"2018";"[zł]"";""rynek pierwotny";"ogółem";"2019";"[zł]"";""rynek pierwotny";"ogółem";"2020";"[zł]"";""rynek pierwotny";"ogółem";"2021";"[zł]"";""rynek pierwotny";"ogółem";"2022";"[zł]"";""rynek pierwotny";"ogółem";"2023";"[zł]"";""rynek pierwotny";"ogółem";"2024";"[zł]"";
0000000;POLSKA;4955.0;5028.0;4865.0;4895.0;4930.0;5201.0;5298.0;5165.0;5182.0;5395.0;5761.0;6412.0;6947.0;7751.0;8913.0;
0112000;MAŁOPOLSKIE;6272.0;6429.0;6262.0;5945.0;6199.0;6163.0;6152.0;6082.0;6277.0;6501.0;7331.0;7904.0;9130.0;10237.0;11598.0;
0112120;Powiat bocheński;4240.0;4508.0;4317.0;4451.0;4351.0;4274.0;4200.0;4587.0;4748.0;4536.0;5034.0;5563.0;5389.0;6623.0;7368.0;
0112120;Powiat krakowski;4874.0;4604.0;5030.0;4286.0;4594.0;4855.0;4700.0;4509.0;4896.0;5004.0;5426.0;5752.0;6274.0;7006.0;8104.0;
0112120;Powiat miechowski;0.0;0.0;0.0;4536.0;4288.0;4197.0;3984.0;0.0;4539.0;0.0;6693.0;5399.0;6644.0;6898.0;9767.0;
0112120;Powiat myślenicki;0.0;0.0;0.0;4845.0;0.0;0.0;4596.0;4781.0;5103.0;5571.0;6452.0;5953.0;6961.0;7101.0;10780.0;
0112120;Powiat proszowicki;4280.0;0.0;0.0;0.0;0.0;0.0;0.0;4053.0;0.0;0.0;0.0;4661.0;5704.0;0.0;7845.0;
0112120;Powiat wielicki;4914.0;4933.0;4181.0;4042.0;4386.0;4317.0;4285.0;4668.0;4374.0;4803.0;5332.0;5798.0;5947.0;8289.0;9585.0;
0112121;Powiat m. Kraków;6359.0;6512.0;6438.0;6086.0;6321.0;6260.0;6299.0;6293.0;6504.0;6795.0;7891.0;8509.0;9757.0;11000.0;12788.0;
0112122;Powiat gorlicki;0.0;0.0;0.0;4821.0;2122.0;0.0;2357.0;0.0;0.0;0.0;0.0;0.0;5210.0;5822.0;6441.0;
0112122;Powiat limanowski;0.0;4340.0;4400.0;4563.0;3392.0;4635.0;4338.0;0.0;0.0;5238.0;6013.0;5694.0;4933.0;5294.0;7325.0;
0112122;Powiat m. Nowy Sącz;2209.0;3323.0;4055.0;3677.0;3862.0;2807.0;3836.0;0.0;4288.0;0.0;0.0;5882.0;5643.0;6620.0;8715.0;
0112122;Powiat nowosądecki;6657.0;5344.0;4969.0;5353.0;4603.0;3585.0;7102.0;6531.0;7729.0;8388.0;6686.0;3943.0;4697.0;16884.0;6686.0;
0112123;Powiat chrzanowski;0.0;0.0;0.0;2969.0;3461.0;3200.0;2596.0;2579.0;3067.0;0.0;3353.0;4727.0;5453.0;6215.0;6698.0;
0112123;Powiat olkuski;0.0;3412.0;3763.0;3439.0;3601.0;3620.0;0.0;0.0;2500.0;3026.0;0.0;5607.0;5224.0;6030.0;7064.0;
0112123;Powiat oświęcimski;0.0;2500.0;2502.0;2500.0;3505.0;3497.0;3808.0;3926.0;4002.0;4002.0;4867.0;5422.0;6274.0;7500.0;8124.0;
0112123;Powiat wadowicki;3520.0;3946.0;3601.0;4063.0;4102.0;3874.0;4195.0;3994.0;4094.0;4244.0;5744.0;5011.0;5691.0;5609.0;9291.0;
0112124;Powiat brzeski;0.0;0.0;0.0;0.0;0.0;4196.0;4083.0;4148.0;4379.0;0.0;4632.0;5337.0;6217.0;6916.0;8068.0;
0112124;Powiat dąbrowski;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4073.0;4907.0;5905.0;
0112124;Powiat m. Tarnów;0.0;0.0;3500.0;3729.0;3480.0;3817.0;3802.0;3678.0;3974.0;4364.0;4488.0;5017.0;5586.0;6338.0;6852.0;
0112124;Powiat tarnowski;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4394.0;3692.0;4502.0;5709.0;5865.0;
0112169;Powiat nowotarski;4791.0;5389.0;5641.0;5164.0;4474.0;5089.0;5026.0;5075.0;4919.0;4917.0;5141.0;5699.0;8480.0;7195.0;10450.0;
0112169;Powiat suski;2995.0;0.0;0.0;3829.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0112169;Powiat tatrzański;10503.0;10125.0;8432.0;0.0;9571.0;10697.0;9517.0;9638.0;9079.0;8780.0;9746.0;7775.0;14975.0;16375.0;22947.0;
0124000;ŚLĄSKIE;4001.0;4013.0;3600.0;3518.0;3599.0;3850.0;3790.0;4096.0;4239.0;4521.0;4948.0;5359.0;5852.0;6843.0;8031.0;
0124144;Powiat bielski;2738.0;2730.0;2963.0;3069.0;2900.0;3100.0;3200.0;3149.0;3627.0;3700.0;5711.0;5473.0;6154.0;6377.0;6946.0;
